深入理解计算机系统,2424,9.5
UNIX环境高级编程 : 第2版 ,2014,9.4
C程序设计语言 : 第 2 版·新版 ,3593,9.4
算法导论（原书第2版）,4518,9.4
代码大全（第2版）,3174,9.3
Head,2167,9.2
C++,4029,9.2
设计模式 : 可复用面向对象软件的基础 ,2445,9.1
Java编程思想,2526,9.1
黑客与画家 : 硅谷创业之父Paul Graham文集 ,12688,8.8
软件随想录 : 程序员部落酋长Joel谈软件 ,2101,8.7
编程之美 : 微软技术面试心得 ,2811,8.4
